id,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,Predicted_Category
1428,A Poulose,2007-2011,9,137,15.22,130.47,20,2,2007,2011,5,Inexperienced - Potential Anchor
1429,Pardeep Yadav,2024-2024,7,137,27.4,159.3,9,9,2024,2024,1,Inexperienced - Potential Power Hitter
1430,DC de Boorder,2009-2013,8,136,27.2,111.47,15,3,2009,2013,5,Inexperienced - Potential Anchor
1431,SA Gaekwad,2007-2014,10,136,27.2,111.47,7,3,2007,2014,8,Finisher
1432,C Jonker,2019-2023,11,136,19.42,122.52,9,6,2019,2023,5,Inexperienced - Potential Anchor
1433,Noor Ahmad,2020-2025,125,136,5.66,93.79,7,8,2020,2025,6,Inexperienced - Potential Power Hitter
1434,M Theekshana,2020-2025,116,136,7.15,70.46,9,4,2020,2025,6,Inexperienced - Potential Power Hitter
1435,NRJ Young,2020-2025,25,136,12.36,99.27,4,9,2020,2025,6,Inexperienced - Potential Anchor
1436,Aqib Ilyas,2021-2024,7,135,22.5,113.44,14,5,2021,2024,4,Inexperienced - Potential Anchor
1437,K Doriga,2021-2024,7,135,27.0,108.87,9,4,2021,2024,4,Inexperienced - Potential Anchor
1438,BV Kumar,2024-2024,6,135,27.0,145.16,12,6,2024,2024,1,Inexperienced - Potential Power Hitter
1439,AG Puttick,2009-2009,5,135,33.75,139.17,17,3,2009,2009,1,Inexperienced - Potential Power Hitter
1440,K Bharath Shankar,2016-2018,8,134,16.75,130.09,24,2,2016,2018,3,Inexperienced - Potential Anchor
1441,SA Engelbrecht,2009-2024,8,134,22.33,109.83,10,3,2009,2024,16,Finisher
1442,AA Pagnis,2007-2007,8,134,22.33,113.55,19,0,2007,2007,1,Inexperienced - Potential Power Hitter
1443,P Sahu,2009-2016,15,134,19.14,113.55,9,4,2009,2016,8,Inexperienced - Potential Anchor
1444,VR Aaron,2009-2022,94,133,8.86,72.28,11,4,2009,2022,14,Inexperienced - Potential Power Hitter
1445,J Glen,2019-2020,13,133,16.62,119.81,9,9,2019,2020,2,Inexperienced - Potential Anchor
1446,L Kishan Singha,2021-2024,31,133,14.77,83.12,5,2,2021,2024,4,Inexperienced - Potential Anchor
1447,SH Kotak,2007-2010,9,133,16.62,74.71,7,0,2007,2010,4,Inexperienced - Potential Anchor
1448,K Lesporis,2014-2016,14,133,16.62,111.76,13,3,2014,2016,3,Inexperienced - Potential Anchor
1449,Swapan Das,2009-2016,16,132,11.0,98.5,10,4,2009,2016,8,Inexperienced - Potential Power Hitter
1450,R Pratap Singh,2022-2024,11,132,16.5,120.0,9,9,2022,2024,3,Inexperienced - Potential Anchor
1451,Rishad Hossain,2019-2025,30,132,11.0,153.48,9,9,2019,2025,7,Inexperienced - Potential Anchor
1452,P Roshan Kumar Rao,2015-2016,13,132,16.5,97.05,13,1,2015,2016,2,Inexperienced - Potential Anchor
1453,Sandeep Sharma (1),2007-2007,5,132,26.4,113.79,17,3,2007,2007,1,Inexperienced - Potential Power Hitter
1454,Sunny Patel,2007-2025,17,131,14.55,108.26,11,1,2007,2025,19,Inexperienced - Potential Power Hitter
1455,HG Kuhn,2012-2019,11,131,21.83,107.37,17,1,2012,2019,8,Inexperienced - Potential Anchor
1456,Manan Sharma,2013-2017,26,131,16.37,79.39,9,2,2013,2017,5,Inexperienced - Potential Anchor
1457,A Mithun,2009-2021,74,131,5.95,122.42,13,5,2009,2021,13,Inexperienced - Potential Power Hitter
1458,RG Sharma,2007-2007,4,131,32.75,135.05,13,3,2007,2007,1,Inexperienced - Potential Power Hitter
1459,Sunzamul Islam,2012-2025,71,131,9.35,89.11,12,0,2012,2025,14,Inexperienced - Potential Power Hitter
1460,BJ Watling,2014-2014,7,131,21.83,124.76,15,3,2014,2014,1,Inexperienced - Potential Power Hitter
1461,HP Gawli,2024-2024,5,130,26.0,131.31,10,6,2024,2024,1,Inexperienced - Potential Power Hitter
1462,Shivam Mavi,2018-2024,55,130,8.12,114.03,8,8,2018,2024,7,Inexperienced - Potential Power Hitter
1463,AA Sinha,2019-2023,14,130,9.28,83.87,12,2,2019,2023,5,Inexperienced - Potential Power Hitter
1464,Umar Gul,2007-2018,44,130,10.0,141.3,5,12,2007,2018,12,Inexperienced - Potential Anchor
1465,MJ Ackerman,2023-2025,10,129,18.42,120.56,9,4,2023,2025,3,Inexperienced - Potential Anchor
1466,JP Behrendorff,2012-2025,138,129,12.9,100.0,8,2,2012,2025,14,Finisher
1467,ARPS Chauhan,2010-2018,10,129,18.42,92.14,10,1,2010,2018,9,Inexperienced - Potential Anchor
1468,KNM Fernando,2022-2023,9,129,14.33,90.2,8,4,2022,2023,2,Inexperienced - Potential Power Hitter
1469,BB Ghosh,2017-2022,9,129,16.12,94.85,16,1,2017,2022,6,Inexperienced - Potential Anchor
1470,CN Greaves,2021-2024,15,129,21.5,95.55,9,2,2021,2024,4,Inexperienced - Potential Anchor
1471,Mahmudul Hasan,2013-2019,15,129,16.12,82.16,12,2,2013,2019,7,Inexperienced - Potential Anchor
1472,Mukhtar Hussain,2019-2024,36,129,21.5,172.0,11,7,2019,2024,6,Inexperienced - Potential Anchor
1473,Asfan Khan,2019-2019,12,128,12.8,77.57,8,4,2019,2019,1,Inexperienced - Potential Power Hitter
1474,LR Chethan,2022-2024,8,128,18.28,105.78,14,4,2022,2024,3,Inexperienced - Potential Anchor
1475,MJJ Critchley,2023-2023,6,128,25.6,115.31,5,6,2023,2023,1,Inexperienced - Potential Power Hitter
1476,Gagandeep Singh,2023-2024,11,128,16.0,143.82,4,8,2023,2024,2,Inexperienced - Potential Power Hitter
1477,Habibur Rahman Sohan,2023-2025,14,128,14.22,110.34,10,8,2023,2025,3,Inexperienced - Potential Anchor
1478,Jishan Alam,2024-2025,9,128,14.22,124.27,12,8,2024,2025,2,Inexperienced - Potential Power Hitter
1479,Muhammad Akhlaq,2021-2025,11,128,14.22,130.61,15,6,2021,2025,5,Inexperienced - Potential Anchor
1480,NJ Rimmington,2011-2017,47,128,11.63,98.46,5,4,2011,2017,7,Inexperienced - Potential Power Hitter
1481,Rohail Nazir,2020-2022,9,128,16.0,124.27,17,2,2020,2022,3,Inexperienced - Potential Anchor
1482,MJ Cosgrove,2012-2015,10,127,12.7,89.43,12,2,2012,2015,4,Inexperienced - Potential Power Hitter
1483,JA Foo,2010-2017,17,127,10.58,128.28,10,6,2010,2017,8,Inexperienced - Potential Anchor
1484,NR Kirton,2020-2024,6,127,21.16,135.1,7,6,2020,2024,5,Inexperienced - Potential Anchor
1485,JJ Atkinson,2014-2016,6,126,21.0,101.61,14,3,2014,2016,3,Inexperienced - Potential Anchor
1486,Qasim Akram,2021-2023,9,126,18.0,140.0,11,5,2021,2023,3,Inexperienced - Potential Power Hitter
1487,Sarfaraz Ashraf,2014-2019,21,126,7.87,84.0,10,2,2014,2019,6,Inexperienced - Potential Power Hitter
1488,R Sharma,2009-2014,69,126,5.04,97.67,9,5,2009,2014,6,Inexperienced - Potential Power Hitter
1489,Imran Khan,2007-2009,8,125,15.62,113.63,16,2,2007,2009,3,Inexperienced - Potential Anchor
1490,PV Manikantan,2007-2007,5,125,25.0,127.55,8,5,2007,2007,1,Inexperienced - Potential Power Hitter
1491,NN Saiyed,2021-2024,11,125,11.36,71.83,5,5,2021,2024,4,Inexperienced - Potential Power Hitter
1492,BR Tomar,2007-2007,8,125,17.85,96.89,12,1,2007,2007,1,Inexperienced - Potential Power Hitter
1493,CA Wakim,2018-2025,9,125,13.88,99.2,16,1,2018,2025,8,Inexperienced - Potential Anchor
1494,Bibek Diyali,2019-2021,12,124,10.33,64.24,14,1,2019,2021,3,Inexperienced - Potential Power Hitter
1495,JB Chhaya,2011-2013,9,124,20.66,114.81,7,7,2011,2013,3,Inexperienced - Potential Anchor
1496,SS Lahiri,2007-2015,22,124,8.85,94.65,13,0,2007,2015,9,Inexperienced - Potential Power Hitter
1497,Mohammed Shami,2010-2025,165,124,6.52,104.2,11,4,2010,2025,16,Inexperienced - Potential Power Hitter
1498,A Sinha,2009-2018,25,124,11.27,94.65,10,2,2009,2018,10,Inexperienced - Potential Power Hitter
1499,LS Sisodia,2019-2022,15,124,13.77,127.83,15,4,2019,2022,4,Inexperienced - Potential Anchor
1500,JD Vandiar,2010-2014,6,124,20.66,124.0,10,4,2010,2014,5,Inexperienced - Potential Anchor
1501,Vikramjit Singh,2022-2024,9,124,13.77,93.23,10,5,2022,2024,3,Inexperienced - Potential Anchor
1502,CJ McKay,2009-2017,51,123,12.3,113.88,6,5,2009,2017,9,Inexperienced - Potential Power Hitter
1503,AS Pan,2019-2024,14,123,20.5,114.95,8,8,2019,2024,6,Inexperienced - Potential Anchor
1504,AW Robinson,2011-2012,7,123,17.57,129.47,15,4,2011,2012,2,Inexperienced - Potential Power Hitter
1505,Al Bashid Muhammed,2019-2024,16,122,8.71,55.96,7,2,2019,2024,6,Inexperienced - Potential Power Hitter
1506,CJ Gannon,2012-2025,40,122,10.16,99.18,9,4,2012,2025,14,Inexperienced - Potential Power Hitter
1507,SJ Konstas,2024-2025,5,122,24.4,128.42,15,4,2024,2025,2,Inexperienced - Potential Power Hitter
1508,D Mahajan,2007-2011,17,122,8.13,78.2,7,0,2007,2011,5,Inexperienced - Potential Power Hitter
1509,Nasum Ahmed,2015-2025,67,122,6.77,102.52,14,5,2015,2025,11,Inexperienced - Potential Power Hitter
1510,SP Qureshi,2009-2009,4,122,30.5,131.18,13,6,2009,2009,1,Inexperienced - Potential Power Hitter
1511,AS Verma,2007-2010,9,122,15.25,109.9,10,3,2007,2010,4,Inexperienced - Potential Anchor
1512,RU Bhosale,2009-2009,4,121,40.33,102.54,13,1,2009,2009,1,Inexperienced - Potential Anchor
1513,Z de Bruyn,2009-2012,11,121,20.16,88.32,12,1,2009,2012,4,Inexperienced - Potential Anchor
1514,CA Karthik,2021-2021,5,121,30.25,112.03,10,4,2021,2021,1,Inexperienced - Potential Power Hitter
1515,GH Worker,2010-2019,11,121,15.12,109.0,8,5,2010,2019,10,Inexperienced - Potential Anchor
1516,LS Boucher,2019-2020,8,120,24.0,105.26,13,3,2019,2020,2,Inexperienced - Potential Anchor
1517,KJ Cottoy,2015-2021,11,120,30.0,115.38,9,5,2015,2021,7,Finisher
1518,BFW de Leede,2021-2024,15,120,12.0,73.17,9,1,2021,2024,4,Inexperienced - Potential Power Hitter
1519,KA Hope,2016-2016,5,120,24.0,109.09,14,2,2016,2016,1,Inexperienced - Potential Power Hitter
1520,Javed Ahmed,2009-2010,8,120,15.0,85.71,17,0,2009,2010,2,Inexperienced - Potential Power Hitter
1521,SS Paul,2021-2024,20,120,13.33,105.26,10,4,2021,2024,4,Inexperienced - Potential Anchor
1522,K Vasudevadas,2007-2011,14,120,17.14,123.71,10,2,2007,2011,5,Inexperienced - Potential Anchor
1523,PVD Chameera,2016-2025,61,119,9.15,97.54,9,4,2016,2025,10,Inexperienced - Potential Power Hitter
1524,A Mallick,2015-2017,10,119,17.0,103.47,11,3,2015,2017,3,Inexperienced - Potential Anchor
1525,AG Murtaza,2007-2014,33,119,19.83,86.23,10,1,2007,2014,8,Inexperienced - Potential Anchor
1526,AS Tendulkar,2021-2024,24,119,13.22,123.95,7,7,2021,2024,4,Inexperienced - Potential Anchor
1527,CG Williams,2021-2021,8,119,14.87,85.0,9,4,2021,2021,1,Inexperienced - Potential Power Hitter
1528,SS Das,2014-2024,23,118,13.11,86.76,4,7,2014,2024,11,Inexperienced - Potential Power Hitter
1529,BS Makhanya,2023-2025,14,118,14.75,114.56,11,3,2023,2025,3,Inexperienced - Potential Anchor
1530,G Motie,2021-2025,52,118,11.8,89.39,5,7,2021,2025,5,Inexperienced - Potential Anchor
